id_registro,texto_original,dimension_psicologica,nivel_riesgo_estimado
928,"I'm still in shock, . I can't believe it's over. My heart is broken, and I'm struggling to find any glimmer of hope.",General / Apoyo Emocional,Bajo
929,"I'm feeling so discouraged lately, . I used to be confident, but now I'm just trapped in this never-ending cycle of trauma.",General / Apoyo Emocional,Bajo
930,"I feel so frustrated, . Lately, I've been experiencing a lot of conflicts with one of my closest friends. It seems like no matter what I do, he always finds a way to upset me.",General / Apoyo Emocional,Bajo
931,"Hey , I hope you're doing well today. I've been feeling really scared and overwhelmed by the family conflict that's been going on. It's been weighing me down, and I can't help but feel like a failure in all of this.",General / Apoyo Emocional,Bajo
932,"Hey , I hope you're doing well. I've been wanting to talk about something that's been really weighing on me lately. I feel so embarrassed about my marriage. It's just been a constant struggle and it's taking a toll on me emotionally.",General / Apoyo Emocional,Bajo
933,"Hi . I hope you're doing well today. I wanted to talk about something that has been on my mind lately. I recently went through a breakup, and it's been a rollercoaster of emotions for me. I feel a bit insecure about myself and my future. But, I promise you, I'm determined to find happiness again.",General / Apoyo Emocional,Bajo
934,"Hi , I hope you're doing well. I wanted to talk to you today about something that's been on my mind. I feel a little embarrassed about it, but I think it might be helpful to discuss. Lately, I've been feeling a bit burnt out role work, and I've been thinking about finding a new hobby to bring some joy into my life.",General / Apoyo Emocional,Bajo
935,"I'm so unhappy, . I made a promise to myself I would start feeling better, but I feel like I'm drowning in sorrow.",General / Apoyo Emocional,Bajo
936,"Hi , I just wanted to share something with you today. I feel incredibly grateful for my mom.",General / Apoyo Emocional,Bajo
937,I'm feeling so insecure and there's this conflict that has taken over my life.,General / Apoyo Emocional,Bajo
938,"Hi , I hope you're having a good day. I wanted to talk to you about something that has been bothering me. I feel embarrassed and like I've cheated myself out of something.",General / Apoyo Emocional,Bajo
939,I'm feeling so regretful and like such a failure right now.,General / Apoyo Emocional,Bajo
940,"I'm really afraid to work on my personal relationships. It feels like such a daunting task, . I want to believe that there's hope for improvement, but it's hard for me to see past the fear.",General / Apoyo Emocional,Bajo
941,"Hi , I've been feeling a little anxious lately about my relationship. It's been quite a rollercoaster, and I want to find a new hobby to help me focus on something positive and exciting. Can you help me with that?",General / Apoyo Emocional,Bajo
942,"Hey , I hope you're doing well. There's something really weighing on my mind and I need someone to talk to. Can we talk about personal relationships today?",General / Apoyo Emocional,Bajo
943,"Hi , I hope you're doing well. I've been feeling afraid lately, and it's been weighing me down. I also feel like I've been neglecting myself and my emotions. I just don't know how to move forward role here.",General / Apoyo Emocional,Bajo
944,"I used to be happy, you know? Everything was going well, until the dreaded breakup happened.",General / Apoyo Emocional,Bajo
945,"Hey , I hope you're doing well. I've been feeling really peaceful lately, but I can't seem to shake this overwhelming sense of loss that's been weighing me down. It's like there's a constant cloud of sadness hanging over me.",General / Apoyo Emocional,Bajo
946,"Hi ! I'm so excited to be here, I can't even put it into words. I've been wanting to talk about my family conflict for a while now, and I'm grateful for this opportunity. I feel like I have a responsibility to sort things out and make things better.",General / Apoyo Emocional,Bajo
947,"I've been feeling really nervous lately, . It's like I have this constant lump in my stomach, and it's making it hard for me to focus on anything else.",General / Apoyo Emocional,Bajo
948,"Hi , I'm feeling a bit nervous today. I don't know where to start, but I feel like I need to talk to someone. I think I might be experiencing depression and I don't know what to do.",General / Apoyo Emocional,Bajo
949,"I'm feeling so stressed and overwhelmed. It's like a dark cloud of fear constantly hangs over me, suffocating any glimmer of light in my life. I don't know how to escape this suffocating weight of depression that I carry with me every day.",General / Apoyo Emocional,Bajo
950,"Hi , I've been feeling really sad lately. It's been a few months since my divorce, and I can't seem to shake off this heavy weight that's been consuming me.",General / Apoyo Emocional,Bajo
951,"Hey , I can't even begin to tell you how disgusted I am with my recent divorce. It's like all the excitement I once had about my relationship has completely vanished.",General / Apoyo Emocional,Bajo
952,"Hey there, . I hope you're doing well. I've been feeling really happy lately, but there's always this undercurrent of anxiety. It's strange because everything in my life seems to be going great, except for one thing. It's my relationship with my mother. She and I just can't seem to see eye to eye on anything. It's causing some family conflict that I can't ignore.",General / Apoyo Emocional,Bajo
953,Hi ! I'm so excited to be here. I promise myself that I'll do everything I can to work on my self-esteem and become a happier person.,General / Apoyo Emocional,Bajo
954,"Hi , I wanted to talk to someone because I've been feeling surprised by a conflict with one of my friends. It's been making me question my own dependence on others.",General / Apoyo Emocional,Bajo
955,"Hey , I'm glad to have this opportunity to open up to you. You know, sometimes it feels like I have two different versions of myself inside me, both fighting for control. It's like having a constant battle within that no one else can see. My depression has made me feel isolated, even role my closest friend and confidant, my husband. I feel like I've lost touch with who I am and the things that used to bring me joy. It's such a heavy weight to carry.",General / Apoyo Emocional,Bajo
956,"Hey ! I hope you're doing well today. I wanted to talk to you because I've been feeling hopeful lately and I want to set some goals for myself. I've been struggling with depression for a while now, but I've realized that it's time for me to take control of my life and make positive changes.",General / Apoyo Emocional,Bajo
